"MP name","Nature of membership","Start of term","End of term","State","Constituency","Political party","Gender","Educational qualifications","Educational qualifications - details","Age","Debates","Private Member Bills","Questions","Attendance","Notes","National Debates average","National Private Member Bills average","National Questions average","National Attendance average","State's Debates average","State's Private Member Bills  average","State's Questions average","State's Attendance average","Latitude","Longitude","LongitudeNS"
"Satabdi Roy","Elected",18/05/2009,"In office","West Bengal","Birbhum","All India Trinamool Congress","Female","Graduate","B.A.",42,2,0,0,72%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,24.061737,87.5587584464298,-087.558758
"Sathyanarayana Sarvey","Elected",18/05/2009,"In office","Andhra Pradesh","Malkajgiri","Indian National Congress","Male","Post Graduate","B.A, LL.B, LL.M.; Educated at Osmania University, Hyderabad and; Evening College of Law, Thilak Road, Abids, Hyderabad; Andhra Pradesh",58,4,0,264,71%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,25.097911,88.1155414611021,-088.115541
"Satpal Maharaj","Elected",18/05/2009,"In office","Uttarakhand","Garhwal","Indian National Congress","Male","Inter/ Higher Secondary","Senior Cambridge; Educated at St. George`s College, Mussoorie (Uttarakhand) ",60,113,9,80,86%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,38.5,4.6,78,82%,29.880654,78.7141434517167,-078.714143
"Saugata Roy","Elected",18/05/2009,"In office","West Bengal","Dum Dum","All India Trinamool Congress","Male","Post Graduate","M.Sc., LL.B.; Jogesh Chandra Law College, Kolkata-33",65,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",22.979931,74.0536217492995,-074.053622
"Seema Upadhyay","Elected",18/05/2009,"In office","Uttar Pradesh","Fatehpur Sikri","Bahujan Samaj Party","Female","Graduate","B.A.; Educated at Ismail Degree College",47,9,0,224,86%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,25.833275,80.7756791918721,-080.775679
"Selja","Elected",18/05/2009,"In office","Haryana","Ambala","Indian National Congress","Female","Post Graduate","M.A., M.Phil.; Educated at Convent of Jesus & Mary, New Delhi,; Graduation and Post-graduation from Panjab University, Chandigarh",49,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",30.315650,76.8790019776795,-076.879002
"Shafiqur Rahman Barq","Elected",18/05/2009,"In office","Uttar Pradesh","Sambhal","Bahujan Samaj Party","Male","Graduate","B.A.; Educated at Agra University, Agra, Uttar Pradesh",82,25,0,70,98%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,21.556205,84.2863421410110,-084.286342
"Shailendra Kumar","Elected",18/05/2009,"In office","Uttar Pradesh","Kaushambi","Samajwadi Party","Male","Post Graduate","M. Com.; Educated at Allahabad University (Uttar Pradesh) ",52,268,3,143,97%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,25.534498,81.5313480994876,-081.531348
"Sharad Chandra Govindrao Pawar","Elected",18/05/2009,"In office","Maharashtra","Madha","Nationalist Congress Party","Male","Graduate","B.Com.",71,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",22.951004,92.7617202020319,-092.761720
"Sharad Yadav","Elected",18/05/2009,"In office","Bihar","Madhepura","Janata Dal (United)","Male","Graduate","B.Sc., B.E. (Electrical); Educated at Robertson College and Jabalpur Engineering College, Jabalpur, Madhya Pradesh",65,121,0,41,84%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,25.781936,86.8625936810099,-086.862594
"Sharifuddin Shariq","Elected",18/05/2009,"In office","Jammu and Kashmir","Baramulla","Jammu and Kashmir National Conference","Male","Post Graduate","M.A. (Urdu), B.Ed, D.T. and LL.B.; Educated at Jammu and Kashmir University and Aligarh Muslim University, Aligarh (UP) ",77,32,0,57,88%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,35.4,0,84,89%,34.427518,74.5132260550379,-074.513226
"Shashi Tharoor","Elected",18/05/2009,"In office","Kerala","Thiruvananthapuram","Indian National Congress","Male","Doctorate","Ph.D., D.Litt. (Hons.), M.A., M.A.L.D. and B.A. (Hons.); Educated at St Stephen`s College, New Delhi and Fletcher School of Law and Diplomacy at Tufts University, USA",56,12,1,85,88%,"This MP was a Minister.  He tendered his resignation on 18th April, 2010.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only from 19th April, 2010. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",21.5,0.4,166,77%,36.7,0.9,227,84%,08.575447,76.9818494099034,-076.981849
"Shatrughan Sinha","Elected",18/05/2009,"In office","Bihar","Patna Sahib","Bharatiya Janata Party","Male","Graduate","Educated at Film & Television Institute of Pune (FTII), Maharashtra",66,6,0,66,72%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,25.466478,85.3768359660654,-085.376836
"Sheesh Ram Ola","Elected",18/05/2009,"In office","Rajasthan","Jhunjhunu","Indian National Congress","Male","Matric","Educated at Education Board, Rajasthan",85,4,0,8,93%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,37.1,0.8,207,88%,28.080139,75.5642774041801,-075.564277
"Sher Singh Ghubaya","Elected",18/05/2009,"In office","Punjab","Ferozpur","Shiromani Akali Dal","Male","Matric",,50,10,0,39,62%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,19,0.6,127,78%,25.833275,80.7756791918721,-080.775679
"Shibu Soren","Elected",18/05/2009,"In office","Jharkhand","Dumka","Jharkhand Mukti Morcha","Male","Matric","Educated at Gola High School, Hazaribagh (Jharkhand) ",68,0,0,0,20%,"Complete attendance for this MP is not available (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,25.9,0.8,185,65%,24.220128,87.0862810856302,-087.086281
"Shivaji Adhalrao Patil","Elected",18/05/2009,"In office","Maharashtra","Shirur","Shiv Sena","Male","Inter/ Higher Secondary","Intermediate (Arts); Educated at Shivaji University, Kolhapur, Maharashtra.",56,10,0,699,42%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,14.056515,75.2532431481132,-075.253243
"Shivaramagouda Shivanagouda","Elected",18/05/2009,"In office","Karnataka","Koppal","Bharatiya Janata Party","Male","Graduate","B.A., LL.B.; Educated at Karnataka College, Dhawar and Karnataka University Law College, Dhawar",58,32,0,145,77%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,14.4,0.2,243,70%,15.573547,76.2930280177920,-076.293028
"Shivraj Singh Lodhi","Elected",18/05/2009,"In office","Madhya Pradesh","Damoh","Bharatiya Janata Party","Male","Matric","Educated at Govt. Higher Secondary School, Distt. Sagar, Madhya Pradesh",68,11,0,67,87%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,23.796445,79.5066054918679,-079.506605
"Shrimant Chh. Udyanraje Pratapsinhmaharaj Bhonsle","Elected",18/05/2009,"In office","Maharashtra","Satara","Nationalist Congress Party","Male","Post Graduate","Production Engg., Educated at Bharati Vidyapeeth",46,1,0,39,52%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,17.637165,74.2201532002753,-074.220153
"Shripad Yesso Naik","Elected",18/05/2009,"In office","Goa","North Goa","Bharatiya Janata Party","Male","Graduate","B.A.; Educated at Goa and Bombay University, Mumbai (Maharashtra) ",59,28,0,115,80%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,20.5,0.5,150,87%,15.534915,73.9782885542002,-073.978289
"Shriprakash Jaiswal","Elected",18/05/2009,"In office","Uttar Pradesh","Kanpur","Indian National Congress","Male","Inter/ Higher Secondary","Educated at D.A.V. College, Kanpur, Uttar Pradesh",67,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",11.987298,75.5542969129120,-075.554297
"Shruti Choudhry","Elected",18/05/2009,"In office","Haryana","Bhiwani-Mahendragarh","Indian National Congress","Female","Graduate","B.A., LL.B.; Educated at Univeristy of Delhi and B.R. Ambedkar University, Agra",36,12,0,423,80%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,8.7,0.1,149,69%,28.732237,75.9703409473445,-075.970341
"Sidhant Mohapatra","Elected",18/05/2009,"In office","Orissa","Berhampur","Biju Janata Dal","Male","Post Graduate","M.B.A.; Educated at Institute of Marketing and Management",46,2,0,4,63%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,27.4,0.6,279,76%,15.197650,76.4173838209143,-076.417384
"Sisir Kumar Adhikari","Elected",18/05/2009,"In office","West Bengal","Kanthi","All India Trinamool Congress","Male","Inter/ Higher Secondary","I.Sc.",70,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",26.434991,80.2621041276595,-080.262104
"Sivakumar @ J.K. Ritheesh. K","Elected",18/05/2009,"In office","Tamil Nadu","Ramanthapuram","Dravida Munnetra Kazhagam","Male","Graduate","B.E. (Civil), D.C.E.,; Educated at Alagappa Engneering College, Karaikudi, Tamil Nadu",39,15,0,106,39%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.2,0.2,261,73%,09.513439,78.8535422833500,-078.853542
"Sk. Nurul Islam","Elected",18/05/2009,"In office","West Bengal","Basirhat","All India Trinamool Congress","Male","Matric","ALIM; Educated at Khorki Sr. Madrasa",48,1,0,4,44%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,21.751962,75.0311223627935,-075.031122
"Sk. Saidul Haque","Elected",18/05/2009,"In office","West Bengal","Bardhaman-Durgapur","Communist Party of India (Marxist)","Male","Post Graduate","M.A. (English), B.Ed.; Educated at Burdwan Raj College, Burdwan University",58,71,0,193,97%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,23.407779,87.6081350777633,-087.608135
"Sohan Potai","Elected",18/05/2009,"In office","Chhattisgarh","Kanker","Bharatiya Janata Party","Male","Post Graduate","M.A. (Sociology); Educated at Pandit Ravi Shankar University, Raipur (Chhattisgarh) ",54,10,0,3,70%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,9.6,0.3,120,64%,32.078418,76.3372031610008,-076.337203
"Solanki Dinubhai Boghabhal","Elected",18/05/2009,"In office","Gujarat","Junagadh","Bharatiya Janata Party","Male","Graduate","B.A.",55,0,0,0,17%,"Complete attendance for this MP is not available (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,21.270549,70.5522354303971,-070.552235
"Somabhai Gandalal Koli Patel","Elected",18/05/2009,"In office","Gujarat","Surendranagar","Indian National Congress","Male","Under Matric","Educated at Viramgam Taluka Shala, Viramgam, Ahmedabad, Gujarat",72,1,0,6,86%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,22.767829,71.5667256716208,-071.566726
"Somendra Nath Mitra","Elected",18/05/2009,"In office","West Bengal","Diamond Harbour","All India Trinamool Congress","Male","Graduate","B.Sc., LL.B.",68,1,0,191,47%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,21.131867,74.5282967041845,-074.528297
"Sonawane Pratap Narayanrao","Elected",18/05/2009,"In office","Maharashtra","Dhule","Bharatiya Janata Party","Male","Graduate","B.E.(Civil); Educated at College of Engineering., Pune, (Maharashtra)",63,12,0,232,52%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,21.131867,74.5282967041845,-074.528297
"Sonia Gandhi","Elected",18/05/2009,"In office","Uttar Pradesh","Rae Bareli","Indian National Congress","Female","Diploma Course","(i) Three years course in foreign languages (English & French) completed in 1964 at Istituto Santa Teresa, Turin (Italy); (ii) Certificate in English from Lennox Cook School, Cambridge (U.K.) completed in 1965.",65,1,0,0,47%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,26.207553,81.1477958597211,-081.147796
"Srikanta Kumar Jena","Elected",18/05/2009,"In office","Orissa","Balasore","Indian National Congress","Male","Graduate","B.A.; Educated at Kendrapara College, Utkal University, Cuttack, Orissa",62,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",20.608713,83.1822365611442,-083.182237
"Subhash Bapurao Wankhede","Elected",18/05/2009,"In office","Maharashtra","Hingoli","Shiv Sena","Male","Matric","Educated at Zilla Parishad School, Hadgaon, Maharashtra",49,10,0,283,64%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,23.892785,85.4762397111365,-085.476240
"Subodh Kant Sahay","Elected",18/05/2009,"In office","Jharkhand","Ranchi","Indian National Congress","Male","Graduate","B.Sc., LL.B.; Educated at A.N. College, Patna and Ranchi University",61,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",23.142817,85.3856572150095,-085.385657
"Subrata Bakshi","Elected",21/12/2011,"In office","West Bengal","Kolkata Dakshin","All India Trinamool Congress","Male","Professional Graduate","B.Sc., LL.B.",62,1,0,0,31%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",8,0.2,52,77%,8.1,0.1,30,72%,22.565845,88.3425015162713,-088.342502
"Sucharu Ranjan Haldar","Elected",18/05/2009,"In office","West Bengal","Ranaghat","All India Trinamool Congress","Male","Post Graduate","M.B.B.S., DTM&H, DDV, M.D.; Educated at (i) Kanakrapara Municiapal Polytechnic High School, (ii) Hooghly Mohsin College, (iii) Medical College, Kolkata, (iv) Kolkata School of Tropical Medicine, (v) University College of Medicine (Kolkata University) and ",72,6,0,25,82%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,28.775336,79.1265012893445,-079.126501
"Sudarshan Bhagat","Elected",18/05/2009,"In office","Jharkhand","Lohardaga","Bharatiya Janata Party","Male","Graduate","B.A. (Hons.); Educated at Kartik Uraon College, Gumla, University of Ranchi, Jharkhand",42,14,0,293,87%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,25.9,0.8,185,65%,23.478016,84.6704500671423,-084.670450
"Sudip Bandyopadhyay","Elected",18/05/2009,"In office","West Bengal","Kolkata Uttar","All India Trinamool Congress","Male","Graduate","B.Sc.; Educated at K.N. College, Berhampore, West Bengal",59,45,0,0,89%,"This MP was appointed a minister in July, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th March, 2011. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",15.8,0.4,119,77%,21.9,0.6,78,72%,22.565845,88.3425015162713,-088.342502
"Sukender Reddy Gutha","Elected",18/05/2009,"In office","Andhra Pradesh","Nalgonda","Indian National Congress","Male","Graduate","B.Sc.; Educated at Osmania University, Hyderabad, Andhra Pradesh",58,7,0,83,64%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,17.089423,79.3461315785414,-079.346132
"Sukhdev Singh Libra","Elected",18/05/2009,"In office","Punjab","Fatehgarh Sahib","Indian National Congress","Male","Matric","Educated at Shri Guru Govind Singh High School, Khanna, Distt. Ludhiana, Punjab",79,8,0,85,98%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,19,0.6,127,78%,30.571272,76.3130265366258,-076.313027
"Sultan Ahmed","Elected",18/05/2009,"In office","West Bengal","Uluberia","All India Trinamool Congress","Male","Graduate","Calcutta University, West Bengal",59,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",25.087364,94.4348109940871,-094.434811
"Sumitra Mahajan","Elected",18/05/2009,"In office","Madhya Pradesh","Indore","Bharatiya Janata Party","Female","Post Graduate","M.A., LL.B.; Educated at Indore University, Indore (Madhya Pradesh) ",69,42,2,440,86%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,22.711351,75.8344227626840,-075.834423
"Supriya Sule","Elected",18/05/2009,"In office","Maharashtra","Baramati","Nationalist Congress Party","Female","Graduate","B.Sc. (Microbiology); Educated at Jai Hind College, Mumbai, Maharashtra",43,30,5,604,86%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,26.938945,81.3951716218387,-081.395172
"Surendra Singh Nagar","Elected",18/05/2009,"In office","Uttar Pradesh","Gautam Buddha Nagar","Bahujan Samaj Party","Male","Graduate","B.Com; Educated at SSV (PG) College, Hapur, Ghaziabad, Uttar Pradesh",47,21,0,272,78%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,28.378656,77.5214682882244,-077.521468
"Suresh Channabasappa Angadi","Elected",18/05/2009,"In office","Karnataka","Belgaum","Bharatiya Janata Party","Male","Graduate","B. Com, LL.B. (Spl.); Educated at S.S. S. Samiti College of Commerce, Belgaum and; R.L. Law College, Belgaum",57,20,0,257,75%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,14.4,0.2,243,70%,16.157548,74.7748688832476,-074.774869
"Suresh Kalmadi","Elected",18/05/2009,"In office","Maharashtra","Pune","Indian National Congress","Male","Graduate","B.A.; Educated at Fergusson College, Pune, National Defence Academy, Kharakvasla and Air Force Flying College, Jodhpur and Allahabad",68,1,0,89,43%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,18.643497,74.2430615271017,-074.243062
"Suresh Kashinath Taware","Elected",18/05/2009,"In office","Maharashtra","Bhiwandi","Indian National Congress","Male","Graduate","B.Com; Educated at B.N.N. College, Bhiwandi",52,10,0,129,86%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,21,1.2,354,74%,26.349635,78.6771570946227,-078.677157
"Suresh Kodikunnil","Elected",18/05/2009,"In office","Kerala","Mavelikkara","Indian National Congress","Male","Graduate","B.A., LL.B.; Educated at Government Law College, Trivandrum (Kerala) ",50,65,4,669,82%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,50.6,1.1,299,84%,26.037995,83.5526322273334,-083.552632
"Suresh Kumar Shetkar","Elected",18/05/2009,"In office","Andhra Pradesh","Zahirabad","Indian National Congress","Male","Graduate","B.Sc. (Agriculture); Educated at Marathwada Agricultural University Parbhani, Maharashtra",52,17,0,567,76%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,20.063889,78.2184723916635,-078.218472
"Sushil Kumar Sambhajirao Shinde","Elected",18/05/2009,"In office","Maharashtra","Solapur","Indian National Congress","Male","Graduate","B.A. (Hons.), LL.B.; Educated at Sangameshwar and Dayanand College, Solapur, Shivaji University, Kolhapur and New Law College, Mumbai University , Maharashtra",71,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",17.834157,75.5191695256309,-075.519170
"Sushil Kumar Singh","Elected",18/05/2009,"In office","Bihar","Aurangabad","Janata Dal (United)","Male","Post Graduate","M.A. (Political Science); Educated at A.N. College, Magadh University, Patna (Bihar) ",49,31,0,256,76%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,20.024412,75.2429987998096,-075.242999
"Sushila Saroj","Elected",18/05/2009,"In office","Uttar Pradesh","Mohanlalganj","Samajwadi Party","Female","Post Graduate","M.A., B.Ed., LL.B.; Educated at Lucknow, Gorakhpur University, Uttar Pradesh",61,21,0,454,88%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,30.800220,75.1943389977850,-075.194339
"Sushma Swaraj","Elected",18/05/2009,"In office","Madhya Pradesh","Vidisha","Bharatiya Janata Party","Female","Graduate","B.A., L.L.B.; Educated at S.D. College, Ambala Cantt. (Haryana) and Law Deptt. Panjab University, Chandigarh",60,82,1,43,94%,"This MP was appointed the Leader of Opposition at the end of Winter Session, 2009 and hence, is not required to sign the attendance register. Attendance is thus available only till 21st December, 2009. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,23.846779,77.7792657024603,-077.779266
"Susmita Bauri","Elected",18/05/2009,"In office","West Bengal","Bishnupur","Communist Party of India (Marxist)","Female","Graduate","LL.B.; Educated at Hazra, Law College, Calcutta University, West Bengal",37,25,0,33,94%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,24.511379,93.8002565126166,-093.800257
"Suvendu Adhikari","Elected",18/05/2009,"In office","West Bengal","Tamluk","All India Trinamool Congress","Male","Graduate","B.A. (Hons.); Educated at Contai P. K. College",41,10,0,61,24%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,24.977498,93.5517615062126,-093.551762
"Syed Shahnawaz Hussain","Elected",18/05/2009,"In office","Bihar","Bhagalpur","Bharatiya Janata Party","Male","Diploma Course","Diploma in Engineering (Electronics); Educated at B.S.S.E., Supaul, Patna and ITI, Pusa, Delhi",43,50,0,489,93%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,25.286515,87.0963437963257,-087.096344
"T.K.S. Elangovan","Elected",18/05/2009,"In office","Tamil Nadu","Chennai North","Dravida Munnetra Kazhagam","Male","Post Graduate","M.A. (English Literature); Educated at Pachayappa`s College, Chennai",58,39,0,15,93%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.2,0.2,261,73%,13.056872,80.2444751347471,-080.244475
"Tabassum Hasan","Elected",18/05/2009,"In office","Uttar Pradesh","Kairana","Bahujan Samaj Party","Female","Matric",,41,0,0,22,65%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,24.974650,83.6123570082876,-083.612357
